Timestamp,Time,Source,Destination,Packet_length,Payload_length,Sequence_number,Src_device,Dst_device,Burst
1611819060,2021-01-28 12:31:00,0x0000d717,0x00008a9d,53,16,244,ZR,ZR,3
1611819060,2021-01-28 12:31:00,0x00008a9d,0x0000d717,50,13,147,ZR,ZR,3
1611819060,2021-01-28 12:31:00,0x0000d717,0x00008a9d,53,16,246,ZR,ZR,3
1611819060,2021-01-28 12:31:00,0x00008a9d,0x0000d717,62,25,148,ZR,ZR,3
1611819060,2021-01-28 12:31:00,0x0000d717,0x00008a9d,87,50,248,ZR,ZR,3
1611819061,2021-01-28 12:31:01,0x00008a9d,0x0000d717,50,13,149,ZR,ZR,3
1611819061,2021-01-28 12:31:01,0x0000d717,0x00008a9d,53,16,250,ZR,ZR,3
1611819061,2021-01-28 12:31:01,0x00008a9d,0x0000d717,50,13,150,ZR,ZR,3
1611819061,2021-01-28 12:31:01,0x0000d717,0x00008a9d,53,16,252,ZR,ZR,3
1611819061,2021-01-28 12:31:01,0x00008a9d,0x0000d717,62,25,151,ZR,ZR,3
1611819061,2021-01-28 12:31:01,0x0000d717,0x00008a9d,87,50,254,ZR,ZR,3
1611819062,2021-01-28 12:31:02,0x00008a9d,0x0000d717,50,13,152,ZR,ZR,3
1611819062,2021-01-28 12:31:02,0x0000d717,0x00008a9d,53,16,0,ZR,ZR,3
1611819062,2021-01-28 12:31:02,0x00008a9d,0x0000d717,50,13,153,ZR,ZR,3
1611819062,2021-01-28 12:31:02,0x0000d717,0x00008a9d,53,16,2,ZR,ZR,3
1611819062,2021-01-28 12:31:02,0x00008a9d,0x0000d717,62,25,154,ZR,ZR,3
1611819062,2021-01-28 12:31:02,0x0000d717,0x00008a9d,87,50,4,ZR,ZR,3
1611819063,2021-01-28 12:31:03,0x00008a9d,0x0000d717,50,13,156,ZR,ZR,3
1611819063,2021-01-28 12:31:03,0x0000d717,0x00008a9d,53,16,7,ZR,ZR,3
1611819063,2021-01-28 12:31:03,0x00008a9d,0x0000d717,50,13,157,ZR,ZR,3
1611819063,2021-01-28 12:31:03,0x0000d717,0x00008a9d,53,16,9,ZR,ZR,3
1611819063,2021-01-28 12:31:03,0x00008a9d,0x0000d717,62,25,158,ZR,ZR,3
1611819063,2021-01-28 12:31:03,0x0000d717,0x00008a9d,87,50,11,ZR,ZR,3
1611819064,2021-01-28 12:31:04,0x00008a9d,0x0000d717,50,13,161,ZR,ZR,3
1611819064,2021-01-28 12:31:04,0x0000d717,0x00008a9d,53,16,13,ZR,ZR,3
1611819065,2021-01-28 12:31:05,0x00008a9d,0x0000d717,50,13,162,ZR,ZR,3
1611819065,2021-01-28 12:31:05,0x0000d717,0x00008a9d,53,16,16,ZR,ZR,3
1611819065,2021-01-28 12:31:05,0x00008a9d,0x0000d717,62,25,163,ZR,ZR,3
1611819065,2021-01-28 12:31:05,0x0000d717,0x00008a9d,87,50,18,ZR,ZR,3
1611819066,2021-01-28 12:31:06,0x00008a9d,0x0000d717,50,13,164,ZR,ZR,3
1611819066,2021-01-28 12:31:06,0x0000d717,0x00008a9d,53,16,20,ZR,ZR,3
1611819066,2021-01-28 12:31:06,0x00008a9d,0x0000d717,50,13,165,ZR,ZR,3
1611819066,2021-01-28 12:31:06,0x0000d717,0x00008a9d,53,16,22,ZR,ZR,3
1611819066,2021-01-28 12:31:06,0x00008a9d,0x0000d717,62,25,166,ZR,ZR,3
1611819066,2021-01-28 12:31:06,0x0000d717,0x00008a9d,87,50,24,ZR,ZR,3
1611819067,2021-01-28 12:31:07,0x00008a9d,0x0000d717,50,13,167,ZR,ZR,3
1611819067,2021-01-28 12:31:07,0x0000d717,0x00008a9d,53,16,26,ZR,ZR,3
1611819067,2021-01-28 12:31:07,0x00008a9d,0x0000d717,50,13,168,ZR,ZR,3
1611819067,2021-01-28 12:31:07,0x0000d717,0x00008a9d,53,16,28,ZR,ZR,3
1611819067,2021-01-28 12:31:07,0x00008a9d,0x0000d717,62,25,169,ZR,ZR,3
1611819067,2021-01-28 12:31:07,0x0000d717,0x00008a9d,87,50,30,ZR,ZR,3
1611819068,2021-01-28 12:31:08,0x00008a9d,0x0000d717,50,13,170,ZR,ZR,3
1611819068,2021-01-28 12:31:08,0x0000d717,0x00008a9d,53,16,32,ZR,ZR,3
1611819068,2021-01-28 12:31:08,0x00008a9d,0x0000d717,50,13,171,ZR,ZR,3
1611819068,2021-01-28 12:31:08,0x0000d717,0x00008a9d,53,16,34,ZR,ZR,3
1611819068,2021-01-28 12:31:08,0x00008a9d,0x0000d717,62,25,172,ZR,ZR,3
1611819068,2021-01-28 12:31:08,0x0000d717,0x00008a9d,87,50,36,ZR,ZR,3
1611819069,2021-01-28 12:31:09,0x00008a9d,0x0000d717,50,13,173,ZR,ZR,3
1611819069,2021-01-28 12:31:09,0x0000d717,0x00008a9d,53,16,38,ZR,ZR,3
1611819069,2021-01-28 12:31:09,0x00008a9d,0x0000d717,50,13,174,ZR,ZR,3
1611819069,2021-01-28 12:31:09,0x0000d717,0x00008a9d,53,16,40,ZR,ZR,3
1611819069,2021-01-28 12:31:09,0x00008a9d,0x0000d717,62,25,175,ZR,ZR,3
1611819069,2021-01-28 12:31:09,0x0000d717,0x00008a9d,87,50,42,ZR,ZR,3
1611819070,2021-01-28 12:31:10,0x00008a9d,0x0000d717,50,13,176,ZR,ZR,3
1611819070,2021-01-28 12:31:10,0x0000d717,0x00008a9d,53,16,44,ZR,ZR,3
1611819070,2021-01-28 12:31:10,0x00008a9d,0x0000d717,50,13,177,ZR,ZR,3
1611819070,2021-01-28 12:31:10,0x0000d717,0x00008a9d,53,16,46,ZR,ZR,3
1611819070,2021-01-28 12:31:10,0x00008a9d,0x0000d717,62,25,178,ZR,ZR,3
1611819070,2021-01-28 12:31:10,0x0000d717,0x00008a9d,87,50,48,ZR,ZR,3
1611819071,2021-01-28 12:31:11,0x00008a9d,0x0000d717,50,13,179,ZR,ZR,3
1611819071,2021-01-28 12:31:11,0x0000d717,0x00008a9d,53,16,50,ZR,ZR,3
1611819071,2021-01-28 12:31:11,0x00008a9d,0x0000d717,50,13,180,ZR,ZR,3
1611819072,2021-01-28 12:31:12,0x0000d717,0x00008a9d,53,16,52,ZR,ZR,3
1611819072,2021-01-28 12:31:12,0x00008a9d,0x0000d717,62,25,181,ZR,ZR,3
1611819072,2021-01-28 12:31:12,0x0000d717,0x00008a9d,87,50,54,ZR,ZR,3
1611819073,2021-01-28 12:31:13,0x00008a9d,0x0000d717,50,13,182,ZR,ZR,3
1611819073,2021-01-28 12:31:13,0x0000d717,0x00008a9d,53,16,56,ZR,ZR,3
1611819073,2021-01-28 12:31:13,0x00008a9d,0x0000d717,50,13,183,ZR,ZR,3
1611819073,2021-01-28 12:31:13,0x0000d717,0x00008a9d,53,16,58,ZR,ZR,3
1611819073,2021-01-28 12:31:13,0x00008a9d,0x0000d717,62,25,184,ZR,ZR,3
1611819073,2021-01-28 12:31:13,0x0000d717,0x00008a9d,87,50,60,ZR,ZR,3
1611819074,2021-01-28 12:31:14,0x00008a9d,0x0000d717,50,13,185,ZR,ZR,3
1611819074,2021-01-28 12:31:14,0x0000d717,0x00008a9d,53,16,62,ZR,ZR,3
1611819074,2021-01-28 12:31:14,0x00008a9d,0x0000d717,50,13,186,ZR,ZR,3
1611819074,2021-01-28 12:31:14,0x0000d717,0x00008a9d,53,16,64,ZR,ZR,3
1611819074,2021-01-28 12:31:14,0x00008a9d,0x0000d717,62,25,187,ZR,ZR,3
1611819074,2021-01-28 12:31:14,0x0000d717,0x00008a9d,87,50,66,ZR,ZR,3
1611819075,2021-01-28 12:31:15,0x00008a9d,0x0000d717,50,13,188,ZR,ZR,3
1611819075,2021-01-28 12:31:15,0x0000d717,0x00008a9d,53,16,68,ZR,ZR,3
1611819075,2021-01-28 12:31:15,0x00008a9d,0x0000d717,50,13,189,ZR,ZR,3
1611819075,2021-01-28 12:31:15,0x0000d717,0x00008a9d,53,16,70,ZR,ZR,3
1611819075,2021-01-28 12:31:15,0x00008a9d,0x0000d717,62,25,190,ZR,ZR,3
1611819075,2021-01-28 12:31:15,0x0000d717,0x00008a9d,87,50,72,ZR,ZR,3
1611819076,2021-01-28 12:31:16,0x00008a9d,0x0000d717,50,13,191,ZR,ZR,3
1611819076,2021-01-28 12:31:16,0x0000d717,0x00008a9d,53,16,74,ZR,ZR,3
1611819076,2021-01-28 12:31:16,0x00008a9d,0x0000d717,50,13,192,ZR,ZR,3
1611819076,2021-01-28 12:31:16,0x0000d717,0x00008a9d,53,16,76,ZR,ZR,3
1611819076,2021-01-28 12:31:16,0x00008a9d,0x0000d717,62,25,193,ZR,ZR,3
1611819076,2021-01-28 12:31:16,0x0000d717,0x00008a9d,87,50,78,ZR,ZR,3
1611819077,2021-01-28 12:31:17,0x00008a9d,0x0000d717,50,13,194,ZR,ZR,3
1611819077,2021-01-28 12:31:17,0x0000d717,0x00008a9d,53,16,80,ZR,ZR,3
1611819077,2021-01-28 12:31:17,0x00008a9d,0x0000d717,50,13,195,ZR,ZR,3
1611819077,2021-01-28 12:31:17,0x0000d717,0x00008a9d,53,16,82,ZR,ZR,3
1611819077,2021-01-28 12:31:17,0x00008a9d,0x0000d717,62,25,196,ZR,ZR,3
1611819077,2021-01-28 12:31:17,0x0000d717,0x00008a9d,87,50,84,ZR,ZR,3
1611819078,2021-01-28 12:31:18,0x00008a9d,0x0000d717,50,13,198,ZR,ZR,3
1611819078,2021-01-28 12:31:18,0x0000d717,0x00008a9d,53,16,87,ZR,ZR,3
1611819078,2021-01-28 12:31:18,0x00008a9d,0x0000d717,50,13,199,ZR,ZR,3
1611819078,2021-01-28 12:31:18,0x0000d717,0x00008a9d,53,16,89,ZR,ZR,3
1611819078,2021-01-28 12:31:18,0x00008a9d,0x0000d717,62,25,200,ZR,ZR,3
1611819078,2021-01-28 12:31:18,0x0000d717,0x00008a9d,87,50,91,ZR,ZR,3
1611819080,2021-01-28 12:31:20,0x00008a9d,0x0000d717,50,13,201,ZR,ZR,4
1611819080,2021-01-28 12:31:20,0x0000d717,0x00008a9d,53,16,93,ZR,ZR,4
1611819080,2021-01-28 12:31:20,0x00008a9d,0x0000d717,50,13,202,ZR,ZR,4
1611819080,2021-01-28 12:31:20,0x0000d717,0x00008a9d,53,16,95,ZR,ZR,4
1611819080,2021-01-28 12:31:20,0x00008a9d,0x0000d717,62,25,203,ZR,ZR,4
1611819080,2021-01-28 12:31:20,0x0000d717,0x00008a9d,87,50,97,ZR,ZR,4
1611819081,2021-01-28 12:31:21,0x00008a9d,0x0000d717,50,13,204,ZR,ZR,4
1611819081,2021-01-28 12:31:21,0x0000d717,0x00008a9d,53,16,99,ZR,ZR,4
1611819081,2021-01-28 12:31:21,0x00008a9d,0x0000d717,50,13,205,ZR,ZR,4
1611819081,2021-01-28 12:31:21,0x0000d717,0x00008a9d,53,16,101,ZR,ZR,4
1611819081,2021-01-28 12:31:21,0x00008a9d,0x0000d717,62,25,206,ZR,ZR,4
1611819081,2021-01-28 12:31:21,0x0000d717,0x00008a9d,87,50,103,ZR,ZR,4
1611819082,2021-01-28 12:31:22,0x00008a9d,0x0000d717,50,13,207,ZR,ZR,4
1611819082,2021-01-28 12:31:22,0x0000d717,0x00008a9d,53,16,105,ZR,ZR,4
1611819082,2021-01-28 12:31:22,0x00008a9d,0x0000d717,50,13,208,ZR,ZR,4
1611819082,2021-01-28 12:31:22,0x0000d717,0x00008a9d,53,16,107,ZR,ZR,4
1611819082,2021-01-28 12:31:22,0x00008a9d,0x0000d717,62,25,209,ZR,ZR,4
1611819082,2021-01-28 12:31:22,0x0000d717,0x00008a9d,87,50,109,ZR,ZR,4
1611819083,2021-01-28 12:31:23,0x00008a9d,0x0000d717,50,13,210,ZR,ZR,4
1611819083,2021-01-28 12:31:23,0x0000d717,0x00008a9d,53,16,111,ZR,ZR,4
1611819083,2021-01-28 12:31:23,0x00008a9d,0x0000d717,50,13,211,ZR,ZR,4
1611819083,2021-01-28 12:31:23,0x0000d717,0x00008a9d,53,16,113,ZR,ZR,4
1611819083,2021-01-28 12:31:23,0x00008a9d,0x0000d717,62,25,212,ZR,ZR,4
1611819083,2021-01-28 12:31:23,0x0000d717,0x00008a9d,87,50,115,ZR,ZR,4
1611819084,2021-01-28 12:31:24,0x00008a9d,0x0000d717,50,13,213,ZR,ZR,4
1611819084,2021-01-28 12:31:24,0x0000d717,0x00008a9d,53,16,117,ZR,ZR,4
1611819084,2021-01-28 12:31:24,0x00008a9d,0x0000d717,50,13,214,ZR,ZR,4
1611819084,2021-01-28 12:31:24,0x0000d717,0x00008a9d,53,16,119,ZR,ZR,4
1611819084,2021-01-28 12:31:24,0x00008a9d,0x0000d717,62,25,217,ZR,ZR,4
1611819084,2021-01-28 12:31:24,0x0000d717,0x00008a9d,87,50,121,ZR,ZR,4
1611819085,2021-01-28 12:31:25,0x00008a9d,0x0000d717,50,13,218,ZR,ZR,4
1611819085,2021-01-28 12:31:25,0x0000d717,0x00008a9d,53,16,124,ZR,ZR,4
1611819085,2021-01-28 12:31:25,0x00008a9d,0x0000d717,50,13,219,ZR,ZR,4
1611819085,2021-01-28 12:31:25,0x0000d717,0x00008a9d,53,16,126,ZR,ZR,4
1611819085,2021-01-28 12:31:25,0x00008a9d,0x0000d717,62,25,220,ZR,ZR,4
1611819085,2021-01-28 12:31:25,0x0000d717,0x00008a9d,87,50,128,ZR,ZR,4
1611819086,2021-01-28 12:31:26,0x00008a9d,0x0000d717,50,13,221,ZR,ZR,4
1611819087,2021-01-28 12:31:27,0x0000d717,0x00008a9d,53,16,130,ZR,ZR,4
1611819087,2021-01-28 12:31:27,0x00008a9d,0x0000d717,50,13,222,ZR,ZR,4
1611819087,2021-01-28 12:31:27,0x0000d717,0x00008a9d,53,16,132,ZR,ZR,4
1611819087,2021-01-28 12:31:27,0x00008a9d,0x0000d717,62,25,223,ZR,ZR,4
1611819087,2021-01-28 12:31:27,0x0000d717,0x00008a9d,87,50,134,ZR,ZR,4
1611819088,2021-01-28 12:31:28,0x00008a9d,0x0000d717,50,13,224,ZR,ZR,4
1611819088,2021-01-28 12:31:28,0x0000d717,0x00008a9d,53,16,136,ZR,ZR,4
1611819088,2021-01-28 12:31:28,0x00008a9d,0x0000d717,50,13,225,ZR,ZR,4
1611819088,2021-01-28 12:31:28,0x0000d717,0x00008a9d,53,16,138,ZR,ZR,4
1611819088,2021-01-28 12:31:28,0x00008a9d,0x0000d717,62,25,226,ZR,ZR,4
1611819088,2021-01-28 12:31:28,0x0000d717,0x00008a9d,87,50,140,ZR,ZR,4
1611819089,2021-01-28 12:31:29,0x00008a9d,0x0000d717,50,13,227,ZR,ZR,4
1611819089,2021-01-28 12:31:29,0x0000d717,0x00008a9d,53,16,142,ZR,ZR,4
1611819089,2021-01-28 12:31:29,0x00008a9d,0x0000d717,50,13,228,ZR,ZR,4
1611819089,2021-01-28 12:31:29,0x0000d717,0x00008a9d,53,16,144,ZR,ZR,4
1611819089,2021-01-28 12:31:29,0x00008a9d,0x0000d717,62,25,229,ZR,ZR,4
1611819089,2021-01-28 12:31:29,0x0000d717,0x00008a9d,87,50,146,ZR,ZR,4
1611819090,2021-01-28 12:31:30,0x00008a9d,0x0000d717,50,13,230,ZR,ZR,4
1611819090,2021-01-28 12:31:30,0x0000d717,0x00008a9d,53,16,148,ZR,ZR,4
1611819090,2021-01-28 12:31:30,0x00008a9d,0x0000d717,50,13,231,ZR,ZR,4
1611819090,2021-01-28 12:31:30,0x0000d717,0x00008a9d,53,16,150,ZR,ZR,4
1611819090,2021-01-28 12:31:30,0x00008a9d,0x0000d717,62,25,232,ZR,ZR,4
1611819090,2021-01-28 12:31:30,0x0000d717,0x00008a9d,87,50,152,ZR,ZR,4
1611819091,2021-01-28 12:31:31,0x00008a9d,0x0000d717,50,13,233,ZR,ZR,4
1611819091,2021-01-28 12:31:31,0x0000d717,0x00008a9d,53,16,154,ZR,ZR,4
1611819091,2021-01-28 12:31:31,0x00008a9d,0x0000d717,50,13,234,ZR,ZR,4
1611819091,2021-01-28 12:31:31,0x0000d717,0x00008a9d,53,16,156,ZR,ZR,4
1611819091,2021-01-28 12:31:31,0x00008a9d,0x0000d717,62,25,235,ZR,ZR,4
1611819091,2021-01-28 12:31:31,0x0000d717,0x00008a9d,87,50,158,ZR,ZR,4
1611819092,2021-01-28 12:31:32,0x00008a9d,0x0000d717,49,12,236,ZR,ZR,4
1611819092,2021-01-28 12:31:32,0x0000d717,0x00008a9d,52,15,160,ZR,ZR,4
1611819093,2021-01-28 12:31:33,0x00008a9d,0x0000d717,50,13,238,ZR,ZR,4
1611819093,2021-01-28 12:31:33,0x0000d717,0x00008a9d,53,16,162,ZR,ZR,4
1611819094,2021-01-28 12:31:34,0x00008a9d,0x0000d717,50,13,239,ZR,ZR,4
1611819094,2021-01-28 12:31:34,0x0000d717,0x00008a9d,53,16,165,ZR,ZR,4
1611819094,2021-01-28 12:31:34,0x00008a9d,0x0000d717,50,13,240,ZR,ZR,4
1611819094,2021-01-28 12:31:34,0x0000d717,0x00008a9d,53,16,167,ZR,ZR,4
1611819094,2021-01-28 12:31:34,0x00008a9d,0x0000d717,62,25,241,ZR,ZR,4
1611819094,2021-01-28 12:31:34,0x0000d717,0x00008a9d,87,50,169,ZR,ZR,4
1611819095,2021-01-28 12:31:35,0x00008a9d,0x0000d717,50,13,242,ZR,ZR,4
1611819095,2021-01-28 12:31:35,0x0000d717,0x00008a9d,53,16,171,ZR,ZR,4
1611819095,2021-01-28 12:31:35,0x00008a9d,0x0000d717,50,13,243,ZR,ZR,4
1611819096,2021-01-28 12:31:36,0x0000d717,0x00008a9d,53,16,173,ZR,ZR,4
1611819096,2021-01-28 12:31:36,0x00008a9d,0x0000d717,62,25,244,ZR,ZR,4
1611819096,2021-01-28 12:31:36,0x0000d717,0x00008a9d,87,50,175,ZR,ZR,4
1611819097,2021-01-28 12:31:37,0x00008a9d,0x0000d717,50,13,245,ZR,ZR,4
1611819097,2021-01-28 12:31:37,0x0000d717,0x00008a9d,53,16,177,ZR,ZR,4
1611819097,2021-01-28 12:31:37,0x00008a9d,0x0000d717,50,13,246,ZR,ZR,4
1611819097,2021-01-28 12:31:37,0x0000d717,0x00008a9d,53,16,179,ZR,ZR,4
1611819097,2021-01-28 12:31:37,0x00008a9d,0x0000d717,62,25,247,ZR,ZR,4
1611819097,2021-01-28 12:31:37,0x0000d717,0x00008a9d,87,50,181,ZR,ZR,4
1611819098,2021-01-28 12:31:38,0x00008a9d,0x0000d717,50,13,248,ZR,ZR,4
1611819098,2021-01-28 12:31:38,0x0000d717,0x00008a9d,53,16,183,ZR,ZR,4
1611819098,2021-01-28 12:31:38,0x00008a9d,0x0000d717,50,13,249,ZR,ZR,4
1611819098,2021-01-28 12:31:38,0x0000d717,0x00008a9d,53,16,185,ZR,ZR,4
1611819098,2021-01-28 12:31:38,0x00008a9d,0x0000d717,62,25,250,ZR,ZR,4
1611819098,2021-01-28 12:31:38,0x0000d717,0x00008a9d,87,50,187,ZR,ZR,4
1611819099,2021-01-28 12:31:39,0x00008a9d,0x0000d717,50,13,251,ZR,ZR,4
1611819099,2021-01-28 12:31:39,0x0000d717,0x00008a9d,53,16,189,ZR,ZR,4
1611819099,2021-01-28 12:31:39,0x00008a9d,0x0000d717,50,13,252,ZR,ZR,4
1611819099,2021-01-28 12:31:39,0x0000d717,0x00008a9d,53,16,191,ZR,ZR,4
1611819099,2021-01-28 12:31:39,0x00008a9d,0x0000d717,62,25,253,ZR,ZR,4
1611819099,2021-01-28 12:31:39,0x0000d717,0x00008a9d,87,50,193,ZR,ZR,4
1611819100,2021-01-28 12:31:40,0x00008a9d,0x0000d717,50,13,254,ZR,ZR,4
1611819100,2021-01-28 12:31:40,0x0000d717,0x00008a9d,53,16,195,ZR,ZR,4
1611819100,2021-01-28 12:31:40,0x00008a9d,0x0000d717,50,13,255,ZR,ZR,4
1611819100,2021-01-28 12:31:40,0x0000d717,0x00008a9d,53,16,197,ZR,ZR,4
1611819100,2021-01-28 12:31:40,0x00008a9d,0x0000d717,62,25,0,ZR,ZR,4
1611819100,2021-01-28 12:31:40,0x0000d717,0x00008a9d,87,50,199,ZR,ZR,4
1611819101,2021-01-28 12:31:41,0x00008a9d,0x0000d717,50,13,1,ZR,ZR,4
1611819101,2021-01-28 12:31:41,0x0000d717,0x00008a9d,53,16,201,ZR,ZR,4
1611819101,2021-01-28 12:31:41,0x00008a9d,0x0000d717,50,13,2,ZR,ZR,4
1611819101,2021-01-28 12:31:41,0x0000d717,0x00008a9d,53,16,203,ZR,ZR,4
1611819101,2021-01-28 12:31:41,0x00008a9d,0x0000d717,62,25,3,ZR,ZR,4
1611819101,2021-01-28 12:31:41,0x0000d717,0x00008a9d,87,50,205,ZR,ZR,4
1611819102,2021-01-28 12:31:42,0x00008a9d,0x0000d717,50,13,4,ZR,ZR,4
1611819102,2021-01-28 12:31:42,0x0000d717,0x00008a9d,53,16,207,ZR,ZR,4
1611819102,2021-01-28 12:31:42,0x00008a9d,0x0000d717,50,13,5,ZR,ZR,4
1611819103,2021-01-28 12:31:43,0x0000d717,0x00008a9d,53,16,209,ZR,ZR,4
1611819103,2021-01-28 12:31:43,0x00008a9d,0x0000d717,62,25,6,ZR,ZR,4
1611819103,2021-01-28 12:31:43,0x0000d717,0x00008a9d,87,50,211,ZR,ZR,4
1611819104,2021-01-28 12:31:44,0x00008a9d,0x0000d717,50,13,7,ZR,ZR,4
1611819104,2021-01-28 12:31:44,0x0000d717,0x00008a9d,53,16,213,ZR,ZR,4
1611819104,2021-01-28 12:31:44,0x00008a9d,0x0000d717,50,13,8,ZR,ZR,4
1611819104,2021-01-28 12:31:44,0x0000d717,0x00008a9d,53,16,215,ZR,ZR,4
1611819104,2021-01-28 12:31:44,0x00008a9d,0x0000d717,62,25,9,ZR,ZR,4
1611819104,2021-01-28 12:31:44,0x0000d717,0x00008a9d,87,50,217,ZR,ZR,4
1611819105,2021-01-28 12:31:45,0x00008a9d,0x0000d717,50,13,12,ZR,ZR,4
1611819105,2021-01-28 12:31:45,0x0000d717,0x00008a9d,53,16,219,ZR,ZR,4
1611819105,2021-01-28 12:31:45,0x00008a9d,0x0000d717,50,13,13,ZR,ZR,4
1611819105,2021-01-28 12:31:45,0x0000d717,0x00008a9d,53,16,222,ZR,ZR,4
1611819105,2021-01-28 12:31:45,0x00008a9d,0x0000d717,62,25,14,ZR,ZR,4
1611819105,2021-01-28 12:31:45,0x0000d717,0x00008a9d,87,50,224,ZR,ZR,4
1611819106,2021-01-28 12:31:46,0x00008a9d,0x0000d717,50,13,15,ZR,ZR,4
1611819106,2021-01-28 12:31:46,0x0000d717,0x00008a9d,53,16,226,ZR,ZR,4
1611819106,2021-01-28 12:31:46,0x00008a9d,0x0000d717,50,13,16,ZR,ZR,4
1611819106,2021-01-28 12:31:46,0x0000d717,0x00008a9d,53,16,228,ZR,ZR,4
1611819106,2021-01-28 12:31:46,0x00008a9d,0x0000d717,62,25,17,ZR,ZR,4
1611819106,2021-01-28 12:31:46,0x0000d717,0x00008a9d,87,50,230,ZR,ZR,4
1611819107,2021-01-28 12:31:47,0x00008a9d,0x0000d717,50,13,18,ZR,ZR,4
1611819107,2021-01-28 12:31:47,0x0000d717,0x00008a9d,53,16,232,ZR,ZR,4
1611819107,2021-01-28 12:31:47,0x00008a9d,0x0000d717,50,13,19,ZR,ZR,4
1611819107,2021-01-28 12:31:47,0x0000d717,0x00008a9d,53,16,234,ZR,ZR,4
1611819107,2021-01-28 12:31:47,0x00008a9d,0x0000d717,62,25,20,ZR,ZR,4
1611819107,2021-01-28 12:31:47,0x0000d717,0x00008a9d,87,50,236,ZR,ZR,4
1611819108,2021-01-28 12:31:48,0x00008a9d,0x0000d717,50,13,22,ZR,ZR,4
1611819108,2021-01-28 12:31:48,0x0000d717,0x00008a9d,53,16,238,ZR,ZR,4
1611819108,2021-01-28 12:31:48,0x00008a9d,0x0000d717,50,13,23,ZR,ZR,4
1611819108,2021-01-28 12:31:48,0x0000d717,0x00008a9d,53,16,240,ZR,ZR,4
1611819108,2021-01-28 12:31:48,0x00008a9d,0x0000d717,62,25,24,ZR,ZR,4
1611819108,2021-01-28 12:31:48,0x0000d717,0x00008a9d,87,50,242,ZR,ZR,4
1611819109,2021-01-28 12:31:49,0x00008a9d,0x0000d717,50,13,25,ZR,ZR,4
1611819109,2021-01-28 12:31:49,0x0000d717,0x00008a9d,53,16,244,ZR,ZR,4
1611819109,2021-01-28 12:31:49,0x00008a9d,0x0000d717,50,13,26,ZR,ZR,4
1611819109,2021-01-28 12:31:49,0x0000d717,0x00008a9d,53,16,246,ZR,ZR,4
1611819109,2021-01-28 12:31:49,0x00008a9d,0x0000d717,62,25,27,ZR,ZR,4
1611819110,2021-01-28 12:31:50,0x0000d717,0x00008a9d,87,50,248,ZR,ZR,4
1611819111,2021-01-28 12:31:51,0x00008a9d,0x0000d717,50,13,28,ZR,ZR,4
1611819111,2021-01-28 12:31:51,0x0000d717,0x00008a9d,53,16,250,ZR,ZR,4
1611819111,2021-01-28 12:31:51,0x00008a9d,0x0000d717,50,13,29,ZR,ZR,4
1611819111,2021-01-28 12:31:51,0x0000d717,0x00008a9d,53,16,252,ZR,ZR,4
1611819111,2021-01-28 12:31:51,0x00008a9d,0x0000d717,62,25,30,ZR,ZR,4
1611819111,2021-01-28 12:31:51,0x0000d717,0x00008a9d,87,50,254,ZR,ZR,4
